Title,Category,SubCategory,Frequency,ParentExists,Child,Discontinued
WPI - Moong (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Mosambi (Sweet Orange) (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Mosquito coil (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Motor Car Tube (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Motor Car Tyre (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Motor cycles (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Motor Starter (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Motors & other DC equipment (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Moulding Machine (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - MS Bright Bars (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - MS castings (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - MS Pencil Ingots (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - MS Slabs (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - MS Wire Rods (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Multimeter (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Mustard Oil (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Mustard oil cake (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Mutton (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Naphtha (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Natural Gas (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Newspaper (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Newsprint (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Niger Seed (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Nitric Acid (2011-12 series),Inflation,WPI,Monthly,Y,N,N
"WPI - Nitrogenous fertilizer, others (2011-12 series)",Inflation,WPI,Monthly,Y,N,N
WPI - Non ceramic tiles (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Non Mechanical Toys (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Non-Coking Coal (2011-12 series),Inflation,WPI,Monthly,Y,Y,N
WPI - Non-Coking Coal (GCV between 3100 to 5500 Kcal/Kg) (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Non-Coking Coal (GCV exceeding 5500 Kcal/Kg) (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Non-Coking Coal (GCV less than 3100 Kcal/Kg) (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Non-Food Articles (2004-05 series),Inflation,WPI,Monthly,N,N,Y
WPI - Non-Food Articles (2011-12 series),Inflation,WPI,Monthly,Y,Y,N
WPI - Non-Metallic Mineral Products (2004-05 series),Inflation,WPI,Monthly,N,N,Y
WPI - Noodles & similar extruded products (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Nylon rope (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Oil pump (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Oil Seeds (2004-05 series),Inflation,WPI,Monthly,N,N,Y
WPI - Oil Seeds (2011-12 series),Inflation,WPI,Monthly,Y,Y,N
WPI - Okra (Lady finger) (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Oleoresin (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Onion (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Open end spinning machinery (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Opthalmic lens (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Orange (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Ordinary Portland cement (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Ordinary sheet glass (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Organic chemicals (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Organic Solvent (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Organic surface active agent (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Other ferro alloys (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Other Food Articles (2004-05 series),Inflation,WPI,Monthly,N,N,Y
WPI - Other Food Articles (2011-12 series),Inflation,WPI,Monthly,Y,Y,N
WPI - Other Inorganic Chemicals (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Other Manufacturing (2011-12 series),Inflation,WPI,Monthly,Y,Y,N
"WPI - Other meats, preserved/processed (2011-12 series)",Inflation,WPI,Monthly,Y,N,N
WPI - Other Minerals (2004-05 series),Inflation,WPI,Monthly,N,N,Y
WPI - Other Minerals (2011-12 series),Inflation,WPI,Monthly,Y,Y,N
WPI - Other Non-Food Articles (2004-05 series),Inflation,WPI,Monthly,N,N,Y
WPI - Other Non-Food Articles (2011-12 series),Inflation,WPI,Monthly,Y,Y,N
WPI - Other Petrochemical Intermediates (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Other tobacco products (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Packing machine (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Paddy (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Paint (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Palm Oil (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Papaya (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Paper & Paper Products (2004-05 series),Inflation,WPI,Monthly,N,N,Y
WPI - Paper bag including craft paper bag (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Paper carton/box (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Paper for printing & writing (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Particle Boards (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Passenger vehicles (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Pear (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Peas/Chawali (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Perfume/scent (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Personal Computer (P.C.) (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Petrol (MS) (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Petroleum Coke (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Pharmaceutical Machinery (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Phosphoric acid (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Phosphorite (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Phthalic anhydride (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Pig Iron (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Pineapple (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Pipes & tubes (2011-12 series),Inflation,WPI,Monthly,Y,Y,N
WPI - Piston ring/Piston and Compressor (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Plain bricks (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Plastic bag (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Plastic bottle (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Plastic box/container (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Plastic button (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Plastic capsules (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Plastic components (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Plastic film (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Plastic fixtures (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Plastic furniture (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Plastic moulded-others toys (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Plastic tank (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Plastic tape (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Plastic tube (flexible/non-flexible) (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Plastic/PVC Chappals (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Plasticizer (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Playing Cards (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Plywood block boards (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Pneumatic tools (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Pointed gourd (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Poles & posts of concrete (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Poly Propylene (PP) (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Poly Vinyl Chloride (PVC) (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Polyester chips or Polyethylene terepthalate (PET) chips (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Polyester fibre fabric (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Polyester film (non-metalized) (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Polyester film(metalized) (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Polyethylene (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Polypropylene film (2011-12 series),Inflation,WPI,Monthly,Y,N,N
"WPI - Polystyrene, expandable (2011-12 series)",Inflation,WPI,Monthly,Y,N,N
WPI - Polythene film (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Pomegranate (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Porcelain crockery (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Porcelain sanitary ware (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Pork (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Poster paper (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Potato (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Poultry Chicken (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Powder coating material (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Powder Milk (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Pozzolana cement (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Precision machinery equipment/Form tools (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Preparation and spinning of textile fibres (2011-12 series),Inflation,WPI,Monthly,Y,Y,N
WPI - Prepared animal feeds (2011-12 series),Inflation,WPI,Monthly,Y,Y,N
WPI - Press board (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Pressure cooker (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Pressure vessel and tank for fermentation & other food processing (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Primary Articles (2004-05 series),Inflation,WPI,Monthly,N,N,Y
WPI - Primary Articles (2011-12 series),Inflation,WPI,Monthly,Y,Y,N
WPI - Printed Books (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Printed form & schedule (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Printed labels/posters/calendars (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Printing (2011-12 series),Inflation,WPI,Monthly,Y,Y,N
WPI - Printing And Reproduction Of Recorded Media  (2011-12 series),Inflation,WPI,Monthly,Y,Y,N
WPI - Printing ink (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Printing machinery (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Processed condiments & salt (2011-12 series),Inflation,WPI,Monthly,Y,Y,N
WPI - Processed ready to eat food (2011-12 series),Inflation,WPI,Monthly,Y,Y,N
WPI - Processed rubber (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Processed Tea (2011-12 series),Inflation,WPI,Monthly,Y,N,N
"WPI - Processing and preserving of fish, crustaceans and molluscs and products thereof (2011-12 series)",Inflation,WPI,Monthly,Y,Y,N
WPI - Processing and preserving of fruit and vegetables (2011-12 series),Inflation,WPI,Monthly,Y,Y,N
WPI - Processing and preserving of meat (2011-12 series),Inflation,WPI,Monthly,Y,Y,N
WPI - Propellers & Blades of Boats/Ships (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Pulp board (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Pulses (2004-05 series),Inflation,WPI,Monthly,N,N,Y
WPI - Pulses (2011-12 series),Inflation,WPI,Monthly,Y,Y,N
WPI - Pump sets without motor (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Pumpkin (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - PVC fittings & other accessories (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - PVC Insulated Cable (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Quilts (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Radiators & coolers (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Radish (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Ragi (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Rails (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Railway brake gear (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Railway sleeper (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Rajma (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Rape & Mustard Seed (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Rapeseed Oil (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Raw Cotton (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Raw Jute (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Raw Rubber (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Raw Silk (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Raw Wool (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Rectified Spirit (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Refrigerators (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Release valve (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Reprographic machine and scanners (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Rice Bran Extract (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Rice Bran Oil (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Rice mill machinery (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Rice products (2011-12 series),Inflation,WPI,Monthly,Y,N,N
"WPI - Rice, Non-basmati (2011-12 series)",Inflation,WPI,Monthly,Y,N,N
WPI - Road roller (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Roller and ball bearings (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Roller mill (Raymond) (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Rose (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Rotor/magneto rotor assembly (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Rubber & Plastic Products (2004-05 series),Inflation,WPI,Monthly,N,N,Y
WPI - Rubber Chemicals (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Rubber cloth/sheet (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Rubber components & parts (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Rubber Crumb (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Rubber Insulated Cables (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Rubber moulded goods (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Rubber Tread (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Rubber tubes- not for tyres (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Rubberized dipped fabric (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Safety fuse (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Safety matches (match box) (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Safflower (Kardi Seed) (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Salt (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Sanitary fittings of Iron & Steel (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Sapota (2011-12 series),Inflation,WPI,Monthly,Y,N,N
"WPI - Sauces of Vegetables (Tomato, Chilli, Soya & others) (2011-12 series)",Inflation,WPI,Monthly,Y,N,N
WPI - Saw milling and planing of wood (2011-12 series),Inflation,WPI,Monthly,Y,Y,N
WPI - Scientific time keeping device (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Scooters (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Seat for motor vehicles (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Separator (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Sewing Machines (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Shafts of all kinds (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Shampoo (2011-12 series),Inflation,WPI,Monthly,Y,N,N
"WPI - Shawls and scarves, knitted (2011-12 series)",Inflation,WPI,Monthly,Y,N,N
WPI - Shirts/half shirts of cotton and/or man-made fibre (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Shock absorbers (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Shrimps/Prawns - Processed/Frozen (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Silencer and Damper (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Silicomanganese (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Sillimanite (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Silver (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Simvastatin (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Skins (Raw) (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Slag cement (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Soda ash/washing soda (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Sodium Silicate (2011-12 series),Inflation,WPI,Monthly,Y,N,N
"WPI - Soft Drinks, Mineral/Bottled Water (2011-12 series)",Inflation,WPI,Monthly,Y,Y,N
WPI - Soil preparation & cultivation machinery (other than tractors) (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Solar power system (solar panel & attachable equipment) (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Solenoid valve (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Solid Rubber Tyres/Wheels (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Sooji (rawa ) (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Soya preparations excluding oil (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Soyabean (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Soyabean Oil (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Spices (including mixed spices) (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Spirits (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Sponge Iron/Direct Reduced Iron (DRI) (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Sports goods of rubber (incl. balls) (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Stainless Steel - Semi Finished (2011-12 series),Inflation,WPI,Monthly,Y,Y,N
"WPI - Stainless Steel bars & rods, including flats (2011-12 series)",Inflation,WPI,Monthly,Y,N,N
"WPI - Stainless Steel Coils, Strips & Sheets (2011-12 series)",Inflation,WPI,Monthly,Y,N,N
WPI - Stainless Steel Pencil Ingots/Billets/Slabs (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Stainless steel razor (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Stainless steel tank (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Stainless steel tubes (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Stainless steel utensils (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Starches and starch products (2011-12 series),Inflation,WPI,Monthly,Y,Y,N
WPI - Steam Turbines (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Steel cables (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Steel Container (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Steel door (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Steel drums and barrels (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Steel forgings - rough (2011-12 series),Inflation,WPI,Monthly,Y,N,N
"WPI - Steel pipes, tubes & poles (2011-12 series)",Inflation,WPI,Monthly,Y,N,N
WPI - Steel shutter gate (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Steel structures (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Steering gear control system (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Steroids and hormonal preparations (including anti-fungal preparations) (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Sticker plastic (2011-12 series),Inflation,WPI,Monthly,Y,N,N
"WPI - Stone, chip (2011-12 series)",Inflation,WPI,Monthly,Y,N,N
"WPI - Stringed musical instruments (incl. Santoor, Guitars, etc.) (2011-12 series)",Inflation,WPI,Monthly,Y,N,N
WPI - Sugar (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Sugar confectionary (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Sugar Machinery (2011-12 series),Inflation,WPI,Monthly,Y,N,N
"WPI - Sugar, molasses & honey (2011-12 series)",Inflation,WPI,Monthly,Y,Y,N
WPI - Sugarcane (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Sulpha drugs (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Sulphuric Acid (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Sunflower (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Sunflower Oil (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Sunglasses (2011-12 series),Inflation,WPI,Monthly,Y,N,N
"WPI - Superphospate/Phosphatic fertilizer, others (2011-12 series)",Inflation,WPI,Monthly,Y,N,N
WPI - Sweet Potato (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Synthetic Fabric – Others (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Synthetic yarn (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Table Tennis Table (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Tamarind (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Tanker (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Tanning and dressing of leather; dressing and dyeing of fur (2011-12 series),Inflation,WPI,Monthly,Y,Y,N
WPI - Tanning Materials (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Tapioca (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Tea (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Telephone sets including mobile hand sets (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Terry Towel (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Textiles (2004-05 series),Inflation,WPI,Monthly,N,N,Y
WPI - Texturised and twisted Yarn (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Thermocol (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Threshers (2011-12 series),Inflation,WPI,Monthly,Y,N,N
"WPI - Timber/wooden plank, sawn/resawn (2011-12 series)",Inflation,WPI,Monthly,Y,N,N
WPI - Tissue paper (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Tobacco (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Toilet soap (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Tomato (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Tooth brush (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Tooth paste/Tooth Powder (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Toughened glass (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Tractor Tyre (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Transformer (2011-12 series),Inflation,WPI,Monthly,Y,N,N
"WPI - Transport, Equipment & Parts (2004-05 series)",Inflation,WPI,Monthly,N,N,Y
"WPI - Travel goods, handbags, office bags, etc. (2011-12 series)",Inflation,WPI,Monthly,Y,N,N
WPI - Trouser/pants made of cotton and/or man-made fibre (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Turmeric (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Two/Three wheeler rubber tube (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Two-Three wheeler Tyre (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Tyre cord fabric (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - UPS in Solid State Drives (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Urad (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Urea (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - V belt (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Vaccine for hepatitis B (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Vaccine for polio (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Vanaspati (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Varnish (all types) (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Vegetable and animal oils and fats (2011-12 series),Inflation,WPI,Monthly,Y,Y,N
WPI - Vegetable starch (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Vegetable Tanned Leather (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Vegetables (2004-05 series),Inflation,WPI,Monthly,N,N,Y
WPI - Vegetables (2011-12 series),Inflation,WPI,Monthly,Y,Y,N
"WPI - Vials/ampoule, glass, empty or filled (2011-12 series)",Inflation,WPI,Monthly,Y,N,N
WPI - Viscose staple fibre (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Viscose yarn (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Wagons (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Walnut (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Washing Machines/Laundry Machines (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Watch (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Water pump (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Water purifier (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Waterproof footwear (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Weaving & Finishing of textiles (2011-12 series),Inflation,WPI,Monthly,Y,Y,N
WPI - Wheat (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Wheat Bran (2011-12 series),Inflation,WPI,Monthly,Y,N,N
WPI - Wheat flour (Atta) (2011-12 series),Inflation,WPI,Monthly,Y,N,N
